"Country","Jurisdiction","Current date","Outdated coding in days (avg.)","Flagged days (total)","Forgotten boxes (total)","C1: School closing","C2: Workplace closing","C3: Cancel public events","C4: Restrictions on gatherings","C5: Close public transport","C6: Stay at home requirements","C7: Restrictions on internal movement","C8: International travel controls","E1: Income support","E2: Debt/contract relief","E3: Fiscal measures","E4: International support","H1: Public information campaigns","H2: Testing policy","H3: Contact tracing","H4: Emergency investment in healthcare","H5: Investment in vaccines","H6: Facial Coverings","H7: Vaccination policy","H8: Protection of elderly people","Missing days (avg.)"
"Moldova","National Government",2022-05-06,4,1,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-14,2021-08-14,2022-05-02,2022-05-02,2022-05-02,2021-08-14,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Monaco","National Government",2022-05-06,12,0,"0",2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2021-08-09,2021-08-09,2022-04-24,2022-04-24,2022-04-24,2021-08-09,2022-02-28,2022-04-24,2022-04-24,2022-04-24,12
"Mongolia","National Government",2022-05-06,1,0,"0",2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2021-08-16,2021-08-16,2022-05-05,2022-05-05,2022-05-05,2021-08-16,2022-05-05,2022-05-05,2022-05-05,2022-05-05,1
"Morocco","National Government",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-07-05,2021-07-05,2022-04-25,2022-04-25,2022-04-25,2021-07-05,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11
"Mozambique","National Government",2022-05-06,1,1,"0",2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2021-08-04,2021-08-04,2022-05-05,2022-05-05,2022-05-05,2021-08-04,2022-05-05,2022-05-05,2022-05-05,2022-05-05,1
"Myanmar","National Government",2022-05-06,6,0,"0",2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2021-08-09,2021-08-09,2022-04-30,2022-04-30,2022-04-30,2021-08-09,2022-04-30,2022-04-30,2022-04-30,2022-04-30,6
"Namibia","National Government",2022-05-06,11,1,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-15,2021-08-15,2022-04-25,2022-04-25,2022-04-25,2021-08-15,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11
"Nepal","National Government",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-07-25,2021-07-03,2022-04-25,2022-04-25,2022-04-25,2021-07-03,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11
"Netherlands","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-13,2021-08-13,2022-04-18,2022-04-18,2022-04-18,2021-08-13,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"New Zealand","National Government",2022-05-06,18,7,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-16,2021-08-16,2022-04-18,2022-04-18,2022-04-18,2021-08-16,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"Nicaragua","National Government",2022-05-06,5,1,"0",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2021-08-03,2021-08-03,2022-05-01,2022-05-01,2022-05-01,2021-08-03,2022-05-01,2022-05-01,2022-05-01,2022-05-01,5
"Niger","National Government",2022-05-06,8.375,0,"0",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-18,2022-04-18,2021-08-16,2021-08-16,2022-04-29,2022-04-29,2022-04-29,2021-08-16,2022-04-18,2022-04-29,2022-04-29,2022-04-29,8.375
"Nigeria","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-14,2021-08-14,2022-04-18,2022-04-18,2022-04-18,2021-08-14,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"Norway","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-13,2021-08-13,2022-04-18,2022-04-18,2022-04-18,2021-08-13,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"Oman","National Government",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-15,2021-08-15,2022-05-02,2022-05-02,2022-05-02,2021-08-15,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Pakistan","National Government",2022-05-06,4,2,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Palestine","National Government",2022-05-06,1,0,"0",2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2021-08-02,2021-08-02,2022-05-05,2022-05-05,2022-05-05,2021-08-02,2022-05-05,2022-05-05,2022-05-05,2022-05-05,1
"Panama","National Government",2022-05-06,19,0,"0",2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2021-08-02,2021-08-02,2022-04-17,2022-04-17,2022-04-17,2021-08-02,2022-04-17,2022-04-17,2022-04-17,2022-04-17,19
"Papua New Guinea","National Government",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-06,2021-08-06,2022-04-25,2022-04-25,2022-04-25,2021-08-06,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11
"Paraguay","National Government",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-07-03,2021-07-03,2022-05-02,2022-05-02,2022-05-02,2021-07-03,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Peru","National Government",2022-05-06,12,0,"0",2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2021-08-15,2021-08-15,2022-04-24,2022-04-24,2022-04-24,2021-08-15,2022-04-24,2022-04-24,2022-04-24,2022-04-24,12
"Philippines","National Government",2022-05-06,5.625,0,"0",2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-05-02,2022-05-02,2022-05-02,2021-08-11,2021-08-11,2022-04-30,2022-04-30,2022-04-30,2021-08-11,2022-04-30,2022-04-30,2022-04-30,2022-04-30,5.625
"Poland","National Government",2022-05-06,0.9375,6,"0",2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-05,2022-05-06,2022-05-05,2022-05-05,2021-08-13,2021-08-13,2022-05-05,2022-05-05,2022-05-05,2021-08-13,2022-05-05,2022-05-05,2022-05-05,2022-05-05,0.9375
"Portugal","National Government",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-12,2021-08-12,2022-05-02,2022-05-02,2022-05-02,2021-08-12,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Puerto Rico","National Government",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-09,2021-08-09,2022-04-25,2022-04-25,2022-04-25,2021-08-09,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11
"Qatar","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-07-19,2021-07-19,2022-04-18,2022-04-18,2022-04-18,2021-07-19,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"Romania","National Government",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-08,2021-08-08,2022-05-02,2022-05-02,2022-05-02,2021-08-08,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Russia","National Government",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-09,2021-08-09,2022-05-02,2022-05-02,2022-05-02,2021-08-01,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Rwanda","National Government",2022-05-06,4.875,2,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2022-05-02,2022-04-18,2022-05-02,2022-05-02,4.875
"San Marino","National Government",2022-05-06,25,0,"0",2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2021-08-15,2021-08-15,2022-04-11,2022-04-11,2022-04-11,2021-08-15,2022-04-11,2022-04-11,2022-04-11,2022-04-11,25
"Saudi Arabia","National Government",2022-05-06,25,0,"0",2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2021-07-26,2021-07-26,2022-04-11,2022-04-11,2022-04-11,2021-07-26,2022-04-11,2022-04-11,2022-04-11,2022-04-11,25
"Senegal","National Government",2022-05-06,4,2,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Serbia","National Government",2022-05-06,11,2,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-07-30,2021-07-30,2022-04-25,2022-04-25,2022-04-25,2021-07-30,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11
"Seychelles","National Government",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-10,2021-08-10,2022-04-25,2022-04-25,2022-04-25,2021-08-10,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11
"Sierra Leone","National Government",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-09,2021-08-09,2022-05-02,2022-05-02,2022-05-02,2021-08-09,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Singapore","National Government",2022-05-06,2,0,"0",2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2021-08-13,2021-08-13,2022-05-04,2022-05-04,2022-05-04,2021-08-13,2022-05-04,2022-05-04,2022-05-04,2022-05-04,2
"Slovak Republic","National Government",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-07,2021-08-07,2022-04-25,2022-04-25,2022-04-25,2021-08-07,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11
"Slovenia","National Government",2022-05-06,6,1,"0",2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2021-08-16,2021-08-16,2022-04-30,2022-04-30,2022-04-30,2021-08-16,2022-04-30,2022-04-30,2022-04-30,2022-04-30,6
"Solomon Islands","National Government",2022-05-06,12,0,"0",2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2021-07-19,2021-07-19,2022-04-24,2022-04-24,2022-04-24,2021-07-19,2022-04-24,2022-04-24,2022-04-24,2022-04-24,12
"Somalia","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-08,2021-08-08,2022-04-18,2022-04-18,2022-04-18,2021-08-08,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"South Africa","National Government",2022-05-06,4,2,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-15,2021-08-15,2022-05-02,2022-05-02,2022-05-02,2021-08-15,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"South Korea","National Government",2022-05-06,5,0,"0",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2021-08-15,2021-08-15,2022-05-01,2022-05-01,2022-05-01,2021-08-15,2022-05-01,2022-05-01,2022-05-01,2022-05-01,5
"South Sudan","National Government",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-16,2021-08-16,2022-04-25,2022-04-25,2022-04-25,2021-08-16,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11
"Spain","National Government",2022-05-06,50.875,0,"0",2022-03-21,2022-03-21,2022-03-21,2022-03-15,2022-03-15,2022-03-15,2022-03-15,2022-03-15,2022-03-15,2022-03-15,2021-08-16,2021-08-16,2022-03-15,2022-03-15,2022-03-15,2021-08-16,2022-03-15,2022-03-15,2022-03-15,2022-03-15,50.875
"Sri Lanka","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-08,2021-08-08,2022-04-18,2022-04-18,2022-04-18,2021-08-08,2022-03-07,2022-04-18,2022-04-18,2022-04-18,18
"Sudan","National Government",2022-05-06,14,0,"0",2022-04-22,2022-04-22,2022-04-22,2022-04-22,2022-04-22,2022-04-22,2022-04-22,2022-04-22,2022-04-22,2022-04-22,2021-07-18,2021-07-18,2022-04-22,2022-04-22,2022-04-22,2021-07-18,2022-04-22,2022-04-22,2022-04-22,2022-04-22,14
"Suriname","National Government",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-06-12,2021-06-12,2022-05-02,2022-05-02,2022-05-02,2021-06-12,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Sweden","National Government",2022-05-06,4,1,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2021-08-16,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Switzerland","National Government",2022-05-06,18,1,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-16,2021-08-16,2022-04-18,2022-04-18,2022-04-18,2021-08-16,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"Syria","National Government",2022-05-06,22,1,"0",2022-04-14,2022-04-14,2022-04-14,2022-04-14,2022-04-14,2022-04-14,2022-04-14,2022-04-14,2022-04-14,2022-04-14,2021-08-10,2021-08-10,2022-04-14,2022-04-14,2022-04-14,2021-08-10,2022-04-14,2022-04-14,2022-04-14,2022-04-14,22
"Taiwan","National Government",2022-05-06,5,0,"0",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2021-08-11,2021-08-11,2022-05-01,2022-05-01,2022-05-01,2021-08-11,2022-03-22,2022-05-01,2022-05-01,2022-05-01,5
"Tajikistan","National Government",2022-05-06,16,0,"0",2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2021-08-15,2021-08-15,2022-04-20,2022-04-20,2022-04-20,2021-08-15,2022-04-20,2022-04-20,2022-04-20,2022-04-20,16
"Tanzania","National Government",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-08,2021-08-08,2022-04-25,2022-04-25,2022-04-25,2021-08-08,2022-04-25,2022-04-25,2022-04-25,2022-04-25,11
"Thailand","National Government",2022-05-06,6,2,"0",2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2022-04-30,2021-08-16,2021-08-16,2022-04-30,2022-04-30,2022-04-30,2021-08-16,2022-04-30,2022-04-30,2022-04-30,2022-04-30,6
"Timor-Leste","National Government",2022-05-06,4,0,"1",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-15,2021-08-15,2022-05-02,2022-05-02,2022-05-02,2021-08-15,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4.0625
"Togo","National Government",2022-05-06,16.6875,1,"0",2022-04-26,2022-04-26,2022-04-26,2022-04-05,2022-04-26,2022-04-26,2022-04-26,2022-04-26,2022-03-14,2022-03-14,2021-08-16,2021-08-02,2022-04-26,2022-04-26,2022-04-26,2021-08-02,2022-03-14,2022-04-26,2022-04-26,2022-04-26,16.6875
"Tonga","National Government",2022-05-06,4,0,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-07-26,2021-07-26,2022-05-02,2022-05-02,2022-05-02,2021-07-26,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Trinidad and Tobago","National Government",2022-05-06,19,0,"0",2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2022-04-17,2021-06-21,2021-06-21,2022-04-17,2022-04-17,2022-04-17,2021-06-21,2022-03-13,2022-04-17,2022-04-17,2022-04-17,19
"Tunisia","National Government",2022-05-06,25,1,"0",2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2022-04-11,2021-07-25,2021-07-23,2022-04-11,2022-04-11,2022-04-11,2021-07-25,2022-04-11,2022-04-11,2022-04-11,2022-04-11,25
"Turkey","National Government",2022-05-06,4,2,"0",2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2022-05-02,2021-08-11,2021-08-11,2022-05-02,2022-05-02,2022-05-02,2021-08-11,2022-05-02,2022-05-02,2022-05-02,2022-05-02,4
"Turkmenistan","National Government",2022-05-06,32,0,"0",2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2021-08-09,2021-08-09,2022-04-04,2022-04-04,2022-04-04,2021-08-09,2022-03-15,2022-04-04,2022-04-04,2022-04-04,32
"Uganda","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-10,2021-08-10,2022-04-18,2022-04-18,2022-04-18,2021-08-10,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"Ukraine","National Government",2022-05-06,12,2,"0",2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2021-08-01,2021-08-01,2022-04-24,2022-04-24,2022-04-24,2021-08-01,2022-04-24,2022-04-24,2022-04-24,2022-04-24,12
"United Arab Emirates","National Government",2022-05-06,18,0,"0",2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2022-04-18,2021-08-16,2021-08-16,2022-04-18,2022-04-18,2022-04-18,2021-08-16,2022-04-18,2022-04-18,2022-04-18,2022-04-18,18
"United Kingdom","National Government",2022-05-06,7,0,"0",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2022-04-29,7
"United Kingdom","England",2022-05-06,7,0,"20",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2022-04-29,8.25
"United Kingdom","Northern Ireland",2022-05-06,7,0,"20",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2022-04-29,8.25
"United Kingdom","Scotland",2022-05-06,7,0,"21",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2022-04-29,8.3125
"United Kingdom","Wales",2022-05-06,7,0,"21",2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2021-08-13,2022-04-29,2022-04-29,2022-04-29,2022-04-29,8.3125
"United States","Michigan",2022-05-06,14.625,0,"0",2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-04-20,2022-05-01,2022-05-01,2021-08-16,2021-08-16,2022-04-20,2022-04-20,2022-04-20,2021-08-16,2022-02-28,2022-04-20,2022-04-20,2022-04-20,14.625
"United States","Nebraska",2022-05-06,13,1,"0",2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,-Inf,-Inf,2022-04-23,2022-04-23,2022-04-23,-Inf,2021-09-20,2022-04-23,2022-04-23,2022-04-23,13
"United States","Oregon",2022-05-06,13,12,"0",2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2022-04-23,2021-04-11,2021-04-11,2022-04-23,2022-04-23,2022-04-23,2021-06-28,2021-11-22,2022-04-23,2022-04-23,2022-04-23,13
"United States","Louisiana",2022-05-06,12.375,9,"32",2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-04-21,2022-05-01,2022-04-03,2022-04-21,2022-04-21,-Inf,-Inf,2022-04-21,2022-04-21,2022-04-21,-Inf,-Inf,2022-04-21,2022-04-21,2022-04-21,14.375
"United States","Indiana",2022-05-06,12,12,"0",2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2022-04-24,2021-08-08,2021-08-08,2022-04-24,2022-04-24,2022-04-24,2021-08-08,2021-10-11,2022-04-24,2022-04-24,2022-04-24,12
"United States","Arizona",2022-05-06,11,7,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-07-05,2021-07-05,2022-04-25,2022-04-25,2022-04-25,2021-07-05,2022-02-07,2022-04-25,2022-04-25,2022-04-25,11
"United States","Colorado",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,-Inf,-Inf,2022-04-25,2022-04-25,2022-04-25,-Inf,2022-03-28,2022-04-25,2022-04-25,2022-04-25,11
"United States","Connecticut",2022-05-06,11,0,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-03-15,-Inf,2022-04-25,2022-04-25,2022-04-25,2021-02-04,2021-12-10,2022-04-25,2022-04-25,2022-04-25,11
"United States","Illinois",2022-05-06,11,9,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-08-16,2021-08-16,2022-04-25,2022-04-25,2022-04-25,2021-08-16,2021-09-27,2022-04-25,2022-04-25,2022-04-25,11
"United States","Minnesota",2022-05-06,11,7,"140",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2020-12-06,2020-12-06,2022-04-25,2022-04-25,2022-04-25,2020-12-06,2020-12-06,2022-04-25,2022-04-25,2022-04-25,19.75
"United States","North Carolina",2022-05-06,11,0,"1",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,-Inf,-Inf,2022-04-25,2022-04-25,2022-04-25,-Inf,-Inf,2022-04-25,2022-04-25,2022-04-25,11.0625
"United States","New Mexico",2022-05-06,11,7,"0",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-07-06,2021-07-06,2022-04-25,2022-04-25,2022-04-25,2021-07-06,2021-11-15,2022-04-25,2022-04-25,2022-04-25,11
"United States","Nevada",2022-05-06,11,8,"128",2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2022-04-25,2021-07-07,2021-07-07,2022-04-25,2022-04-25,2022-04-25,2021-07-07,2021-07-07,2022-04-25,2022-04-25,2022-04-25,19
